model,model_label,layer_index,component,mean_std,std_std,median_std,mean_rms,std_rms,median_rms,mean_fro_norm,std_fro_norm,median_fro_norm,mean_abs_mean,std_abs_mean,median_abs_mean,tensor_count
Qwen/Qwen2.5-0.5B-Instruct,0.5B,11,norm,0.88856241106987,0.24461379647254944,0.88856241106987,1.8090818524360657,0.3032357096672057,1.8090818524360657,54.15171581156873,9.076833064079509,54.15171581156873,1.5722880363464355,0.21090424060821533,1.5722880363464355,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,12,all,0.4099941649474203,0.6207635399404241,0.0225692298263311,0.5520158968865871,0.7760381351396468,0.0225691851228475,28.539888961349664,19.643355898765094,28.6585525308642,0.38483328737008077,0.5551597418876163,0.0167770059779286,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,12,attention,0.46381834042923786,0.7324823808598651,0.023624500259757,0.46494754962623125,0.7355762901848093,0.0236244238913059,17.64815487589112,18.640672134957782,11.99748413353483,0.241189207748643,0.35081178735276836,0.0176349766552448,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,12,mlp,0.0191282549252112,0.000739840901076658,0.0191284753382205,0.0191282623757918,0.0007398515458890927,0.0191284753382205,39.932482331960784,1.5445265337786382,39.93292691590962,0.014610890299081768,0.0005478105199947324,0.0148254195228219,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,12,norm,0.8079084157943726,0.19127792119979864,0.8079084157943726,1.6560865640640259,0.21953952312469482,1.6560865640640259,49.572068204537906,6.571533427106743,49.572068204537906,1.4429211616516113,0.14528536796569824,1.4429211616516113,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,13,all,0.39265626032526296,0.5888355164000749,0.02308156061917535,0.549354482597361,0.7698561240234482,0.02308172732591625,28.488795776291965,19.567791870938716,29.191931963484166,0.3839858324887852,0.5698764702405561,0.0161128318868577,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,13,attention,0.4451011408652578,0.6909021097200653,0.0241841133683919,0.44752046785184313,0.6962046652084655,0.0241844579577446,17.182109499124934,17.58663860669674,11.491953927658306,0.21956916965012038,0.30934414437202984,0.0169765539467334,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,13,mlp,0.019120749707023266,0.00041798951562377774,0.0193564724177122,0.019120750948786697,0.0004179902159120104,0.0193564761430025,39.91680135057961,0.872603406620091,40.40890523164794,0.014569507601360434,0.00040331856096906076,0.0146145587787032,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,13,norm,0.7694024443626404,0.22089773416519165,0.7694024443626404,1.701124131679535,0.2739097476005554,1.701124131679535,50.920189384945104,8.199011443352031,50.920189384945104,1.513568639755249,0.19583594799041748,1.513568639755249,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,14,all,0.3866049675270915,0.6133215453589627,0.02161405980587,0.554087541376551,0.7696773732276347,0.0216140309348702,28.550218641197045,19.47967753997845,28.68084356615493,0.3974090541402499,0.5694404057949641,0.01593827828764915,12
Qwen/Qwen2.5-0.5B-Instruct,0.5B,14,attention,0.48536948061415125,0.747702672595199,0.0221293922513723,0.48535284905561377,0.7483949000656277,0.0221293456852436,18.005196227815514,18.906843092631792,12.488146279955867,0.2515350440517068,0.35125219348802755,0.0164934154599905,7
Qwen/Qwen2.5-0.5B-Instruct,0.5B,14,mlp,0.019315496087074235,0.0006893211345555291,0.0194256100803613,0.019315546378493267,0.00068938043696184,0.0194256082177162,40.32345956669383,1.4391621977026816,40.55322651383457,0.014728111835817466,0.0005087241633742451,0.0150370458140969,3
Qwen/Qwen2.5-0.5B-Instruct,0.5B,14,norm,0.5918633788824081,0.14713205397129062,0.5918633788824081,1.5968169569969177,0.2475777268409728,1.5968169569969177,47.79793569978723,7.410808243481817,47.79793569978723,1.4819895029067993,0.20806586742401112,1.4819895029067993,2
Qwen/Qwen2.5-0.5B-Instruct,0.5B,15,all,0.3905505184084177,0.6343522113581648,0.0226011043414473,0.5524080058870217,0.7795495230467441,0.0226011052727699,28.866886394613147,20.061172336404084,29.09798652622232,0.38270303265502054,0.5540057709220375,0.01666566124185915,12
