model,model_label,layer_index,component,mean_rms,std_rms,mean_fro_norm,std_fro_norm,mean_tensor_std,std_tensor_std
Qwen/Qwen2.5-1.5B-Instruct,1.5B,8,all,0.3442306815025707,0.4926354735136066,47.86245316216218,36.428167010640095,0.24455824525405964,0.4419444766206119
Qwen/Qwen2.5-1.5B-Instruct,1.5B,8,attention,0.34081095590123106,0.5529431094194986,27.87937701144531,20.477026346781262,0.3407947977206537,0.5526781246265633
Qwen/Qwen2.5-1.5B-Instruct,1.5B,8,mlp,0.028224305560191437,0.0008561721993122625,104.70631558970967,3.1762211583609843,0.0282242701699336,0.0008561250667167568
Qwen/Qwen2.5-1.5B-Instruct,1.5B,8,norm,0.8302092850208282,0.004437655210494995,32.53742604834999,0.17391985472185212,0.23223127424716944,0.00590284168720244
Qwen/Qwen2.5-1.5B-Instruct,1.5B,9,all,0.3700738358311355,0.5462195019480551,48.63680683805109,36.31559402170403,0.27259013755246997,0.5026475306070066
Qwen/Qwen2.5-1.5B-Instruct,1.5B,9,attention,0.38006600205387386,0.6291873356697498,29.33899490879516,22.563066502781794,0.38009304233959745,0.6291769500973359
Qwen/Qwen2.5-1.5B-Instruct,1.5B,9,mlp,0.028014546260237635,0.0004833155354937078,103.92815212304792,1.7930003231041574,0.028014528875549602,0.0004832940512835735
Qwen/Qwen2.5-1.5B-Instruct,1.5B,9,norm,0.848190188407898,0.010682642459869385,33.24213066295164,0.418672370100321,0.26319338381290436,0.011872932314872742
Qwen/Qwen2.5-1.5B-Instruct,1.5B,10,all,0.35940304802109796,0.503505552152224,48.166361933412624,35.7272090165054,0.25894687479982775,0.43622000227151664
Qwen/Qwen2.5-1.5B-Instruct,1.5B,10,attention,0.34173520202083246,0.5444706498902275,27.82644005165913,20.065528177547076,0.3412761025662933,0.5431747168794864
Qwen/Qwen2.5-1.5B-Instruct,1.5B,10,mlp,0.027964169159531534,0.000775588135429046,103.74126353534542,2.877271006816489,0.0279641666760047,0.0007755858811146196
Qwen/Qwen2.5-1.5B-Instruct,1.5B,10,norm,0.9183988273143768,0.0720466673374176,35.99373611665064,2.8236411623154574,0.3172686398029327,0.04400491714477539
Qwen/Qwen2.5-1.5B-Instruct,1.5B,11,all,0.37138795138647157,0.5186763550761356,48.39394897786178,35.84138847644024,0.2725681209315856,0.45456339066412244
Qwen/Qwen2.5-1.5B-Instruct,1.5B,11,attention,0.3603935744613409,0.5671232910064314,28.146411177120083,20.64063004810416,0.3595655709505081,0.5652721598274696
Qwen/Qwen2.5-1.5B-Instruct,1.5B,11,mlp,0.027961763863762163,0.0012763183502563001,103.73234038726737,4.73487617577959,0.027961753308773,0.001276304600522534
Qwen/Qwen2.5-1.5B-Instruct,1.5B,11,norm,0.925007551908493,0.06795278191566462,36.2527441663493,2.663194276736043,0.3349865972995758,0.035584211349487305
Qwen/Qwen2.5-1.5B-Instruct,1.5B,12,all,0.36368795329083997,0.5161263784336992,47.90437139836836,35.46739095851126,0.25652857311069965,0.4302007627372576
Qwen/Qwen2.5-1.5B-Instruct,1.5B,12,attention,0.32706442209226744,0.5367089494021166,26.989863635597846,20.027575494333636,0.3265916646591255,0.5353791122076984
Qwen/Qwen2.5-1.5B-Instruct,1.5B,12,mlp,0.02766195933024083,0.0009397109917752351,102.62012779322623,3.4861327396736668,0.027661960572004266,0.0009397110065158534
Qwen/Qwen2.5-1.5B-Instruct,1.5B,12,norm,0.9959093034267426,0.12787118554115295,39.031513975778324,5.011506518089259,0.3546076714992523,0.04308998584747312
Qwen/Qwen2.5-1.5B-Instruct,1.5B,13,all,0.41248485585674644,0.6037545433076156,49.30767221299468,35.41867691920995,0.31639344726378715,0.5553592903974851
Qwen/Qwen2.5-1.5B-Instruct,1.5B,13,attention,0.4263184278139046,0.6926203222003758,30.401817733731573,23.835495533164085,0.42632276830928667,0.6925643059138883
Qwen/Qwen2.5-1.5B-Instruct,1.5B,13,mlp,0.027410980934898032,0.0007068977174808556,101.6890500378172,2.6224438131293337,0.027410979693134566,0.0007068978232251319
Qwen/Qwen2.5-1.5B-Instruct,1.5B,13,norm,0.9416781663894653,0.0703432559967041,36.906096153181856,2.75688134460637,0.3651145249605179,0.042995914816856357
