run_dir,model,perturb_seed_mode,perturb_scale_mode,skip_base_test_eval,skip_ensemble_eval,train_samples,test_samples,num_sigmas,single_sigma_value,base_train_accuracy,base_test_accuracy,mean_sampled_train_reward,mean_reward_delta_vs_base_train,max_sampled_train_reward,hit_rate_gt_base_train,hit_rate_gt_base_train_plus_0.05,best_sigma,best_sigma_mean_reward,smallest_k,smallest_k_accuracy,middle_k,middle_k_accuracy,largest_k,largest_k_accuracy,k1_accuracy,k2_accuracy,k4_accuracy,best_ensemble_accuracy,num_sampled_perturbations,results_path
countdown_20260314_000312,Qwen/Qwen2.5-1.5B-Instruct,per_parameter,absolute,False,False,100,100,5,,0.10010000000000004,0.0594,0.06792000000000001,-0.03218000000000003,0.19550000000000012,0.175,0.05,0.003,0.08973333333333335,1,10.0,2,11.0,4,15.0,10.0,11.0,15.0,15.0,40,codex/experiments/countdown_20260314_000312/results.json
countdown_20260314_001149,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,5,,0.10010000000000004,0.0594,0.072015,-0.02808500000000004,0.14220000000000002,0.225,0.0,0.001,0.09916666666666668,1,3.0,2,5.0,4,14.000000000000002,3.0,5.0,14.000000000000002,14.000000000000002,40,codex/experiments/countdown_20260314_001149/results.json
countdown_20260314_092348,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,100,100,1,0.0005,0.42100000000000004,0.36160000000000003,0.4123275,-0.008672500000000027,0.4986,0.44,0.06,0.0005,0.4123275000000001,5,51.0,10,55.00000000000001,20,60.0,,,,60.0,200,codex/experiments/countdown_20260314_092348/results.json
countdown_20260314_092353,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,100,100,1,0.0005,0.10280000000000003,0.15410000000000001,0.139389,0.03658899999999998,0.25060000000000004,0.8,0.355,0.0005,0.13938900000000004,5,22.0,10,36.0,20,49.0,,,,49.0,200,codex/experiments/countdown_20260314_092353/results.json
countdown_20260314_092355,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.0005,0.10010000000000004,0.0594,0.0813795,-0.018720500000000043,0.15850000000000006,0.19,0.015,0.0005,0.0813795,5,19.0,10,26.0,20,28.000000000000004,,,,28.000000000000004,200,codex/experiments/countdown_20260314_092355/results.json
countdown_20260314_100101,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.001,0.10010000000000004,0.0594,0.08265700000000001,-0.017443000000000028,0.1643,0.255,0.01,0.001,0.08265700000000001,5,21.0,10,27.0,20,32.0,,,,32.0,200,codex/experiments/countdown_20260314_100101/results.json
countdown_20260314_100951,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,100,100,1,0.001,0.10280000000000003,0.15410000000000001,0.14534900000000003,0.042549000000000003,0.29480000000000006,0.735,0.415,0.001,0.14534900000000003,5,37.0,10,45.0,20,48.0,,,,48.0,200,codex/experiments/countdown_20260314_100951/results.json
countdown_20260314_102609,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,100,100,1,0.001,0.42100000000000004,0.36160000000000003,0.38123550000000006,-0.03976449999999998,0.5089000000000001,0.355,0.095,0.001,0.38123550000000006,5,62.0,10,62.0,20,68.0,,,,68.0,200,codex/experiments/countdown_20260314_102609/results.json
countdown_20260314_104133,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.002,0.10010000000000004,0.0594,0.07402700000000001,-0.026073000000000027,0.18540000000000006,0.15,0.01,0.002,0.07402700000000001,5,25.0,10,30.0,20,32.0,,,,32.0,200,codex/experiments/countdown_20260314_104133/results.json
countdown_20260314_105941,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,100,100,1,0.002,0.10280000000000003,0.15410000000000001,0.12872650000000002,0.02592649999999999,0.27460000000000007,0.62,0.305,0.002,0.1287265,5,32.0,10,38.0,20,45.0,,,,45.0,200,codex/experiments/countdown_20260314_105941/results.json
countdown_20260314_112023,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.003,0.10010000000000004,0.0594,0.0656225,-0.034477500000000036,0.16160000000000005,0.085,0.01,0.003,0.0656225,5,14.000000000000002,10,17.0,20,15.0,,,,17.0,200,codex/experiments/countdown_20260314_112023/results.json
countdown_20260314_112938,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,100,100,1,0.002,0.42100000000000004,0.36160000000000003,0.28410150000000006,-0.13689849999999998,0.51,0.035,0.01,0.002,0.28410150000000006,5,50.0,10,53.0,20,57.99999999999999,,,,57.99999999999999,200,codex/experiments/countdown_20260314_112938/results.json
countdown_20260314_114647,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,100,100,1,0.003,0.10280000000000003,0.15410000000000001,0.0861055,-0.01669450000000003,0.2247000000000001,0.295,0.08,0.003,0.0861055,5,24.0,10,32.0,20,36.0,,,,36.0,200,codex/experiments/countdown_20260314_114647/results.json
countdown_20260314_115707,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.005,0.10010000000000004,0.0594,0.026997,-0.07310300000000003,0.10580000000000006,0.005,0.0,0.005,0.026997,5,4.0,10,5.0,20,4.0,,,,5.0,200,codex/experiments/countdown_20260314_115707/results.json
countdown_20260314_132522,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,100,100,1,0.003,0.42100000000000004,0.36160000000000003,0.18382350000000003,-0.2371765,0.44000000000000006,0.005,0.0,0.003,0.18382350000000003,5,49.0,10,53.0,20,57.99999999999999,,,,57.99999999999999,200,codex/experiments/countdown_20260314_132522/results.json
countdown_20260314_132526,Qwen/Qwen2.5-1.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.0025,0.10010000000000004,0.0594,0.0834675,-0.016632500000000036,0.1704,0.265,0.01,0.0025,0.08346750000000001,5,25.0,10,28.999999999999996,20,31.0,,,,31.0,200,codex/experiments/countdown_20260314_132526/results.json
countdown_20260314_132529,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,100,100,1,0.005,0.10280000000000003,0.15410000000000001,0.014886,-0.08791400000000003,0.059,0.0,0.0,0.005,0.014886,5,2.0,10,2.0,20,3.0,,,,3.0,200,codex/experiments/countdown_20260314_132529/results.json
countdown_20260314_135851,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.000125,0.04559999999999999,0.044,0.04172349999999999,-0.003876499999999998,0.0492,0.285,0.0,0.000125,0.0417235,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_135851/results.json
countdown_20260314_140229,Qwen/Qwen2.5-1.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.005,0.10010000000000004,0.0594,0.084417,-0.01568300000000003,0.16870000000000002,0.255,0.015,0.005,0.084417,5,25.0,10,27.0,20,27.0,,,,27.0,200,codex/experiments/countdown_20260314_140229/results.json
countdown_20260314_141307,Qwen/Qwen2.5-3B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.0025,0.10280000000000003,0.15410000000000001,0.13341100000000003,0.030611,0.21380000000000007,0.915,0.215,0.0025,0.133411,5,35.0,10,41.0,20,44.0,,,,44.0,200,codex/experiments/countdown_20260314_141307/results.json
countdown_20260314_142427,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.00025,0.04559999999999999,0.044,0.0354515,-0.01014849999999999,0.04959999999999999,0.18,0.0,0.00025,0.03545149999999999,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_142427/results.json
countdown_20260314_143014,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,100,100,1,0.005,0.42100000000000004,0.36160000000000003,0.029415999999999998,-0.39158400000000004,0.09480000000000002,0.0,0.0,0.005,0.029416,5,10.0,10,18.0,20,18.0,,,,18.0,200,codex/experiments/countdown_20260314_143014/results.json
countdown_20260314_143811,Qwen/Qwen2.5-1.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.01,0.10010000000000004,0.0594,0.0274695,-0.07263050000000004,0.126,0.015,0.0,0.01,0.0274695,5,17.0,10,19.0,20,10.0,,,,19.0,200,codex/experiments/countdown_20260314_143811/results.json
countdown_20260314_144937,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.0005,0.04559999999999999,0.044,0.027872999999999995,-0.017726999999999993,0.050199999999999995,0.14,0.0,0.0005,0.027873000000000002,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_144937/results.json
countdown_20260314_145826,Qwen/Qwen2.5-3B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.005,0.10280000000000003,0.15410000000000001,0.13541600000000004,0.032616000000000006,0.22560000000000005,0.83,0.305,0.005,0.13541600000000004,5,31.0,10,38.0,20,41.0,,,,41.0,200,codex/experiments/countdown_20260314_145826/results.json
countdown_20260314_151232,Qwen/Qwen2.5-1.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.02,0.10010000000000004,0.0594,0.0,-0.10010000000000004,0.0,0.0,0.0,0.02,0.0,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_151232/results.json
countdown_20260314_151539,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.001,0.04559999999999999,0.044,0.0181985,-0.02740149999999999,0.08370000000000001,0.085,0.0,0.001,0.0181985,5,3.0,10,3.0,20,3.0,,,,3.0,200,codex/experiments/countdown_20260314_151539/results.json
countdown_20260314_154235,Qwen/Qwen2.5-3B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.01,0.10280000000000003,0.15410000000000001,0.13730900000000001,0.034508999999999984,0.2552000000000001,0.825,0.33,0.01,0.13730900000000001,5,27.0,10,33.0,20,41.0,,,,41.0,200,codex/experiments/countdown_20260314_154235/results.json
countdown_20260314_154239,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.002,0.04559999999999999,0.044,0.0106165,-0.03498349999999999,0.07,0.04,0.0,0.002,0.010616499999999997,5,5.0,10,5.0,20,6.0,,,,6.0,200,codex/experiments/countdown_20260314_154239/results.json
countdown_20260314_161145,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.003,0.04559999999999999,0.044,0.006048,-0.03955199999999999,0.04999999999999999,0.025,0.0,0.003,0.006048,5,0.0,10,1.0,20,2.0,,,,2.0,200,codex/experiments/countdown_20260314_161145/results.json
countdown_20260314_161242,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,1e-05,0.41430000000000006,0.389505,0.397132,-0.017168000000000072,0.4398,0.17,0.0,1e-05,0.397132,1,31.65,1,31.65,1,31.65,31.65,,,31.65,100,codex/experiments/countdown_20260314_161242/results.json
countdown_20260314_161245,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,1e-05,0.08265,0.08408000000000002,0.07665100000000001,-0.0059989999999999905,0.1087,0.26,0.0,1e-05,0.07665100000000001,1,4.6,1,4.6,1,4.6,4.6,,,4.6,100,codex/experiments/countdown_20260314_161245/results.json
countdown_20260314_162733,Qwen/Qwen2.5-3B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.02,0.10280000000000003,0.15410000000000001,0.16398150000000006,0.06118150000000003,0.2952000000000001,0.9,0.55,0.02,0.1639815,5,40.0,10,43.0,20,48.0,,,,48.0,200,codex/experiments/countdown_20260314_162733/results.json
countdown_20260314_163436,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,3e-05,0.08265,0.08408000000000002,0.07727450000000001,-0.005375499999999991,0.10210000000000001,0.29,0.0,3e-05,0.07727450000000001,1,5.2,1,5.2,1,5.2,5.2,,,5.2,100,codex/experiments/countdown_20260314_163436/results.json
countdown_20260314_164336,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,100,100,1,0.005,0.04559999999999999,0.044,4.9e-05,-0.04555099999999999,0.004,0.0,0.0,0.005,4.9e-05,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_164336/results.json
countdown_20260314_165519,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,3e-05,0.41430000000000006,0.389505,0.40402950000000004,-0.010270500000000016,0.43829999999999997,0.33,0.0,3e-05,0.40402950000000004,1,32.300000000000004,1,32.300000000000004,1,32.300000000000004,32.300000000000004,,,32.300000000000004,100,codex/experiments/countdown_20260314_165519/results.json
countdown_20260314_165604,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0001,0.08265,0.08408000000000002,0.07458400000000001,-0.00806599999999999,0.1087,0.24,0.0,0.0001,0.074584,1,7.9,1,7.9,1,7.9,7.9,,,7.9,100,codex/experiments/countdown_20260314_165604/results.json
countdown_20260314_171920,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,1e-05,0.08265,0.08408000000000002,0.07665100000000001,-0.0059989999999999905,0.1087,0.26,0.0,1e-05,0.07665100000000001,1,4.6,1,4.6,1,4.6,4.6,,,4.6,100,codex/experiments/countdown_20260314_171920/results.json
countdown_20260314_171921,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,1e-05,0.14415000000000003,0.11662000000000003,0.12996000000000002,-0.014190000000000008,0.16880000000000003,0.18,0.0,1e-05,0.12996000000000002,1,12.9,1,12.9,1,12.9,12.9,,,12.9,100,codex/experiments/countdown_20260314_171921/results.json
countdown_20260314_171926,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,1e-05,0.045599999999999995,0.04582500000000001,0.0454915,-0.00010849999999999749,0.047700000000000006,0.46,0.0,1e-05,0.04549149999999999,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_171926/results.json
countdown_20260314_173429,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,3e-05,0.045599999999999995,0.04582500000000001,0.045631000000000005,3.1000000000010186e-05,0.04769999999999999,0.59,0.0,3e-05,0.045631,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_173429/results.json
countdown_20260314_173758,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0001,0.41430000000000006,0.389505,0.40328699999999995,-0.011013000000000106,0.45949999999999996,0.26,0.0,0.0001,0.40328700000000006,1,32.300000000000004,1,32.300000000000004,1,32.300000000000004,32.300000000000004,,,32.300000000000004,100,codex/experiments/countdown_20260314_173758/results.json
countdown_20260314_174053,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,3e-05,0.08265,0.08408000000000002,0.07727450000000001,-0.005375499999999991,0.10210000000000001,0.29,0.0,3e-05,0.07727450000000001,1,5.2,1,5.2,1,5.2,5.2,,,5.2,100,codex/experiments/countdown_20260314_174053/results.json
countdown_20260314_174752,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,3e-05,0.14415000000000003,0.11662000000000003,0.13239800000000002,-0.011752000000000012,0.17725000000000002,0.24,0.0,3e-05,0.13239800000000002,1,13.100000000000001,1,13.100000000000001,1,13.100000000000001,13.100000000000001,,,13.100000000000001,100,codex/experiments/countdown_20260314_174752/results.json
countdown_20260314_174912,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0001,0.045599999999999995,0.04582500000000001,0.042543,-0.0030569999999999972,0.0486,0.27,0.0,0.0001,0.042543,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_174912/results.json
countdown_20260314_180246,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0001,0.08265,0.08408000000000002,0.07458400000000001,-0.00806599999999999,0.1087,0.24,0.0,0.0001,0.074584,1,7.9,1,7.9,1,7.9,7.9,,,7.9,100,codex/experiments/countdown_20260314_180246/results.json
countdown_20260314_180432,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0003,0.045599999999999995,0.04582500000000001,0.03357,-0.012029999999999992,0.0493,0.16,0.0,0.0003,0.03357000000000001,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_180432/results.json
countdown_20260314_181611,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0001,0.14415000000000003,0.11662000000000003,0.13339900000000002,-0.01075100000000001,0.17735000000000006,0.22,0.0,0.0001,0.13339900000000002,1,13.850000000000001,1,13.850000000000001,1,13.850000000000001,13.850000000000001,,,13.850000000000001,100,codex/experiments/countdown_20260314_181611/results.json
countdown_20260314_181937,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.001,0.045599999999999995,0.04582500000000001,0.0187715,-0.026828499999999995,0.0816,0.1,0.0,0.001,0.0187715,1,0.1,1,0.1,1,0.1,0.1,,,0.1,100,codex/experiments/countdown_20260314_181937/results.json
countdown_20260314_182020,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0003,0.41430000000000006,0.389505,0.39618299999999995,-0.018117000000000105,0.47809999999999997,0.19,0.01,0.0003,0.39618300000000006,1,32.6,1,32.6,1,32.6,32.6,,,32.6,100,codex/experiments/countdown_20260314_182020/results.json
countdown_20260314_182427,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0003,0.08265,0.08408000000000002,0.07866650000000001,-0.003983499999999987,0.16519999999999999,0.31,0.01,0.0003,0.07866650000000001,1,9.6,1,9.6,1,9.6,9.6,,,9.6,100,codex/experiments/countdown_20260314_182427/results.json
countdown_20260314_183432,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.003,0.045599999999999995,0.04582500000000001,0.008896000000000001,-0.036703999999999994,0.05470000000000001,0.04,0.0,0.003,0.008896000000000001,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_183432/results.json
countdown_20260314_184427,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,0.0003,0.14415000000000003,0.11662000000000003,0.126557,-0.017593000000000025,0.17950000000000002,0.23,0.0,0.0003,0.126557,1,14.799999999999999,1,14.799999999999999,1,14.799999999999999,14.799999999999999,,,14.799999999999999,100,codex/experiments/countdown_20260314_184427/results.json
countdown_20260314_184629,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.001,0.08265,0.08408000000000002,0.08172650000000001,-0.0009234999999999938,0.19480000000000003,0.45,0.05,0.001,0.08172650000000002,1,12.5,1,12.5,1,12.5,12.5,,,12.5,100,codex/experiments/countdown_20260314_184629/results.json
countdown_20260314_185303,Qwen/Qwen2.5-0.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.01,0.045599999999999995,0.04582500000000001,0.0,-0.045599999999999995,0.0,0.0,0.0,0.01,0.0,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_185303/results.json
countdown_20260314_190308,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,0.001,0.41430000000000006,0.389505,0.37558150000000007,-0.03871849999999999,0.4615000000000001,0.18,0.0,0.001,0.37558149999999996,1,39.25,1,39.25,1,39.25,39.25,,,39.25,100,codex/experiments/countdown_20260314_190308/results.json
countdown_20260314_190718,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.003,0.08265,0.08408000000000002,0.06889400000000001,-0.01375599999999999,0.13805000000000003,0.31,0.01,0.003,0.06889400000000001,1,9.0,1,9.0,1,9.0,9.0,,,9.0,100,codex/experiments/countdown_20260314_190718/results.json
countdown_20260314_191254,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,0.001,0.14415000000000003,0.11662000000000003,0.1351565,-0.008993500000000015,0.22905,0.39,0.08,0.001,0.1351565,1,13.65,1,13.65,1,13.65,13.65,,,13.65,100,codex/experiments/countdown_20260314_191254/results.json
countdown_20260314_191435,Qwen/Qwen2.5-0.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.0025,0.04559999999999999,0.044,0.006861000000000001,-0.03873899999999999,0.0583,0.025,0.0,0.0025,0.006861000000000001,5,0.0,10,0.0,20,2.0,,,,2.0,200,codex/experiments/countdown_20260314_191435/results.json
countdown_20260314_192609,Qwen/Qwen2.5-1.5B-Instruct,global_stream,absolute,False,False,200,2000,1,0.01,0.08265,0.08408000000000002,0.0,-0.08265,0.0,0.0,0.0,0.01,0.0,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_192609/results.json
countdown_20260314_194132,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,0.003,0.14415000000000003,0.11662000000000003,0.08558150000000002,-0.05856850000000001,0.2139,0.12,0.02,0.003,0.08558150000000003,1,16.85,1,16.85,1,16.85,16.85,,,16.85,100,codex/experiments/countdown_20260314_194132/results.json
countdown_20260314_194437,Qwen/Qwen2.5-0.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.005,0.04559999999999999,0.044,0.003523,-0.04207699999999999,0.06,0.04,0.0,0.005,0.0035229999999999997,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_194437/results.json
countdown_20260314_194649,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,0.003,0.41430000000000006,0.389505,0.16235500000000003,-0.25194500000000003,0.3239,0.0,0.0,0.003,0.16235500000000003,1,25.05,1,25.05,1,25.05,25.05,,,25.05,100,codex/experiments/countdown_20260314_194649/results.json
countdown_20260314_201105,Qwen/Qwen2.5-3B-Instruct,global_stream,absolute,False,False,200,2000,1,0.01,0.14415000000000003,0.11662000000000003,0.0,-0.14415000000000003,0.0,0.0,0.0,0.01,0.0,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_201105/results.json
countdown_20260314_201634,Qwen/Qwen2.5-0.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.01,0.04559999999999999,0.044,0.0,-0.04559999999999999,0.0,0.0,0.0,0.01,0.0,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_201634/results.json
countdown_20260314_203203,Qwen/Qwen2.5-7B-Instruct,global_stream,absolute,False,False,200,2000,1,0.01,0.41430000000000006,0.389505,0.0,-0.41430000000000006,0.0,0.0,0.0,0.01,0.0,1,0.0,1,0.0,1,0.0,0.0,,,0.0,100,codex/experiments/countdown_20260314_203203/results.json
countdown_20260314_205033,Qwen/Qwen2.5-0.5B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.02,0.04559999999999999,0.044,0.0,-0.04559999999999999,0.0,0.0,0.0,0.02,0.0,5,0.0,10,0.0,20,0.0,,,,0.0,200,codex/experiments/countdown_20260314_205033/results.json
countdown_20260315_002157,Qwen/Qwen2.5-7B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.0025,0.42100000000000004,0.36160000000000003,0.4083625000000001,-0.012637499999999968,0.48660000000000003,0.395,0.025,0.0025,0.4083625,5,48.0,10,49.0,20,54.0,,,,54.0,200,codex/experiments/countdown_20260315_002157/results.json
countdown_20260315_012347,Qwen/Qwen2.5-7B-Instruct,global_stream,tensor_std,False,False,100,100,1,0.005,0.42100000000000004,0.36160000000000003,0.4142620000000001,-0.006737999999999966,0.5199999999999999,0.4,0.055,0.005,0.4142620000000001,5,56.00000000000001,10,57.99999999999999,20,60.0,,,,60.0,200,codex/experiments/countdown_20260315_012347/results.json
